Name,Rating,Address,Reviews
Shan,4.3,"191 Smith St, Brooklyn, NY 11201","['Spicy Delights Delivered Right to Your Door\n\nShaan has quickly become my go-to spot for spicy Chinese cuisine, consistently delivering an incredible...', ""Shan was incredible! I've been looking for a good Chinese Restaurant in the area and decided to stop by Shan. I ordered the cauliflower dry pot and 3 pepper..."", 'Shan is my go to szechuan spot in Downtown Brooklyn! The flavors are authentic, which are hard to come by in this area and believe me, the spice is no joke!...']"
Kjun,4.6,"154 E 39th St, New York, NY 10016","[""kjun started as a small pop-up and has become a neighborhood favorite. the po' boy is my favorite dish on the menu. say hi to jae and ask her for..."", 'I have a new favorite restaurant in NYC! Every dish is a flavor paradise!! The standouts for me are the seafood jjajangmyun, kimchi jambalaya, and fried...', 'Cozy ambiance, friendly service and good food. \n\nI would have never imagined Korean Cajun fusion to work so well but it sure does! \nThe flavors were...']"
Frying Pan - NYC,3.8,"207 12th Ave, Big Red Boat in Park, New York, NY 10001","[""5 stars for the ambiance and location, but food and drinks were a mediocre 3. Plenty of seating and a hot spot for happy hour. It's a self serve type of..."", ""The idea of the restaurant on a boat is great but the quality of the food and drinks overall was 6/10\n\nI got the lobster roll with a side of fries and it's..."", 'Food (5/5): Ordered the fish and chips, lobster roll, and my friend got the lobster BLT. All the dishes were delicious and well made. Also considering the...']"
Bonnie's,3.6,"398 Manhattan Ave, Brooklyn, NY 11211","['Not ""just"" a Chinese restaurant.  Chef Calvin pulls from his past to deliver amazing dishes while still keeping with the flavors of his mom\'s...', ""Came here with a reservation for 8pm on Saturday with a group of 5. Here's what we got: \n\ndao gok (Chinese Long Beans) - this is a MUST these were so good!..."", 'Service was very friendly. The location was very chill. We came around closing time and last call time. They let us know multiple times before hand so we...']"
Gran Via,4.6,"57 Stone St, New York, NY 10004","['While in the city, my partner and I were looking for a lowkey spot to grab a small bite, and cocktail within close proximity to our hotel. This place came...', 'An authentic Spanish tapas bar in the heart of FiDi! What a hidden gem. As someone who lived in Spain for a few months, this brings back such good memories....', 'Stopped in after trivia nearby and what a great place.  Was pretty empty on a Sunday night, which was perfect for us.  Three of us sat at the bar and the...']"
Toloache 50,4,"251 West 50th St, New York, NY 10012","['Delicious, cozy, fun and good service. We enjoyed our Sunday brunch before leaving NYC. Highly recommend!', 'wowwww!!! ame este lugar ! y no se que ame mas, si la sopa de tortilla, la ensalda de Juicama o el pollo toloache ... .\n\n\nQueda definitivamente en mi top 5...', 'Holy shit.\nCarne asada goes fucking hard.\nProfile picture says it all.\nGuacamole fries are no go tho.\nMagnífico\n5/5']"
Madeline’s,4.6,"113 Franklin St, Brooklyn, NY 11222","['What a beautifully structured space and vibe. Came in with three friends looking to grab a quick drink before going dancing and we could not leave. A great...', '- great service\n- $10 happy hour specials\n- alright croquettes\n- decent charcuterie\n- lots of alcohol options\n- drinks could use some more strength\n-...', 'Hands down LOVE this location. Funnily enough found it on my commute over to another location nearby and decided to give it a shot with a friend. Was not...']"
12 Chairs Cafe,3.9,"342 Wythe Ave, New York, NY 11249","['Awesome Israeli food with quick service!\nI shared all of this with 2 other people and we had leftovers!\nGreek Salad $17 (4/5) Big portion! Nothing special...', ""Tons of hype around 12 chairs and was excited to go on a saturday night to catch up with friends but honestly one of the worse experiences I've had..."", ""We did take out and we're close by. So the food arrived fresh. \nAnd it was amazing. The lamb burger was juicy and had great spices and flavor. \nHummus,...""]"
Aunts et Uncles,4.6,"1407 Nostrand Ave, Brooklyn, NY 11226","[""This restaurant is genius! I don't know how they made vegan food taste so good, but if I could cook like them I would def be vegan.\n\nThe flavors and the..."", ""Disappointing Birthday Celebration Experience\n\nMy recent visit to Aunts et Uncles for my birthday and my twin's birthday was disappointing. Despite arriving..."", 'Vegan Chicken Sandwich and Smash Burger\nThe smash burger was unarguably the best burger I had in a long time. I love meet by the way and this place is fully...']"
Beepublic,4.6,"181 Front St, Brooklyn, NY 11201","['Solid coffee spot with a large and well decorated interior. The coffee is good and they also serve some pastries as well as other food.', 'Beepublic is a quality coffee shop serving the DUMBO area. \n\nI really appreciate just being able to walk in here and quickly get a cup of coffee. The staff...', 'Very good cafe and bar in the neighborhood. Decent bakery and coffee. I especially recommend to try the Australian whiskey, I was surprised how good it...']"
Swoony's,4.5,"215 Columbia St, Brooklyn, NY 11231","['Yes, yes and more yes! We had a wonderful evening here. It hit all of the elements- ambiance, food and service- out of the park. They were so accommodating...', 'My only complaint about this place is that they reaaaaaly pack the tables tightly. The woman next to me could not get into the booth and it just really...', 'I had high hopes for this new neighborhood place, run by the folks that own (the superior, imo) Cafe Spaghetti, but I left feeling disappointed. The place...']"
Twenty Three Grand,3.8,"23 Grand St, New York, NY 10013","['This restaurant is so incredibly conscious about food restrictions. From the minute I sat down, the first question our server asked was about food...', ""Twenty three grand \nWhat a beautiful restaurant twenty three grand is. It is very open to the elements but at the same time very intimate. It's located..."", 'Had a wonderful dinner last night at Twenty Three Grand and will definitely be back! The ambiance is very chic and the cocktails and food were delicious. I...']"
Rangoon - Chelsea,3.9,"158 8th Ave, New York, NY 10011","['Good food, good location, and nice ambience! Solid Burmese spot! \n\nFood: the tea leave salad was delicious and probably my favorite thing! The nuts add so...', ""I have few good things to say about my time living in San Francisco, but one positive thing I can say is that I wasn't exactly hurting for quality Burmese..."", 'Came for dinner (group of 4). The restaurant itself is nice, two floors, but a bit cramped. The service was as expected.\n\nWe ordered the tea leaf salad to...']"
Mimi Cheng's,4.2,"224 Atlantic Ave, Brooklyn, NY 11201","[""Ummm they are in BK now...my life just got less complicated. \nI know longer have to cross a bridge to get the dumplings I have come to crave. \n\nI've ordered..."", ""Mimi's is conveniently located between cobble hill and downtown BK, right on Atlantic. The shop inside is small but nice and has a few seats, not great for..."", ""I've been admiring Mimi Cheng's dumplings from afar (not that far, but a bridge away at a minimum) for a long time. And while I was devastated to find out...""]"
Hakata Tonton,4.2,"35 W 35th St, New York, NY 10001","['We came here on a Sunday evening without reservations and surprisingly we were able to get seated immediately even though it seemed like they were kind of...', 'This place looked more aesthetic on the menu, but translated onto the table was disappointing in terms of appearance AND taste. \n\nThe portions here are...', '4.5 stars\nTon ton is a clean, modern restaurant with plenty of seating and table space. There are some fun pig-themed decorations scattered around the...']"
Mitr Thai,4.6,"37 W 46th St, New York, NY 10036","['Mitr (Thai for ""friend"") Thai was a fabulous choice for dinner. From the moment you enter, you are welcomed into a beautifully decorated and welcoming...', 'Very solid spot for yummy Thai food. I do appreciate the wide variety of Thai dishes they serve. But the menu is quite extensive so I recommend doing some...', ""Mitr offers a tour of dishes that Thailand has to offer. Its menu is broken up into four regional parts of Thailand, and you're encouraged to try something...""]"
Fornino,3.7,"Pier 6 Brooklyn Bridge Park, Brooklyn, NY 11201","[""Time Out Market is such a fun and lively place to meet friends in Brooklyn. Here you'll get the most beautiful view of the Brooklyn Bridge, whether you're..."", 'A 4-star pizza (albeit a pricey one) in 3-star ambiance. This location is in Time Out Market, which, as is expected, gets incredibly crowded and is a nearly...', 'I ordered the fig and prosciutto pizza and I was very disappointed. I initially went because I was craving pizza but it was a huge let down because firstly,...']"
